id,KindID,Name,SortOrder,IsActive
899,62,Интерфейсы,6404,1
900,62,Конструкция,3773,1
901,62,Размеры и вес,4178,1
902,62,Комплектация,5892,1
903,62,Общая информация,2218,1
904,63,Основные,1534,1
905,63,Общая информация,2218,1
906,65,Технические характеристики,3392,1
907,65,Функциональные особенности,4270,1
908,65,Размеры и вес,4178,1
909,67,Общая информация,2218,1
910,67,Основные,1534,1
911,68,Общая информация,2218,1
912,68,Основные,1534,1
913,68,Технические характеристики,3392,1
914,68,Конструкция,3773,1
915,68,Размеры и вес,4178,1
916,68,Комплектация,5892,1
917,70,Общая информация,2218,1
918,70,Основные,1534,1
919,71,Общая информация,2218,1
920,71,Основные,1534,1
921,71,Технические характеристики,3392,1
922,71,Функции системы,4000,1
923,71,Турботаймер и автозапуск двигателя,5000,1
924,71,Функции системы GSM,6000,1
925,71,Комплектация,5892,1
926,71,Программируемые функции,8000,1
927,71,Функции брелока,9000,1
928,73,Основные,1534,1
929,60,Основные,1534,1
930,60,Общая информация,2218,1
931,60,Конструкция,3773,1
932,60,Размеры и вес,4178,1
933,60,"Возможно, вас заинтересует",3583,1
934,74,Общая информация,2218,1
935,74,Основные,1534,1
936,74,Размеры и вес,4178,1
937,75,Основные,1534,1
938,75,Общая информация,2218,1
939,76,Общая информация,2218,1
940,76,Основные,1534,1
941,77,Основные,1534,1
942,77,Габариты,7600,1
943,77,Общая информация,2218,1
944,78,Основные,1534,1
945,78,Размеры и вес,4178,1
946,78,Общая информация,2218,1
947,79,Основные,1534,1
948,79,Общая информация,2218,1
949,79,Комплектация,5892,1
950,81,Основные,1534,1
951,81,Общая информация,2218,1
952,81,Размеры и вес,4178,1
953,81,Комплектация,5892,1
954,82,Общая информация,2218,1
955,82,Основные,1534,1
956,83,Основные,1534,1
957,83,Общая информация,2218,1
958,83,Размеры и вес,4178,1
959,84,Общая информация,2218,1
960,84,Основные,1534,1
961,85,Основные,1534,1
962,86,Основные,1534,1
963,86,Общая информация,2218,1
964,87,Основные,1534,1
965,87,Размеры и вес,4178,1
966,87,Общая информация,2218,1
967,87,Характеристики клавиатуры,9857,1
968,87,Характеристики очков,5000,1
969,87,Работа с изображением,6875,1
970,88,Общая информация,2218,1
971,88,Основные,1534,1
972,88,Размеры и вес,4178,1
973,91,Основные,1534,1
974,91,Функциональные особенности,4270,1
975,91,Комплектация,5892,1
976,91,Габариты и вес,5286,1
977,91,Питание,7607,1
978,93,Основные,1534,1
979,93,Общая информация,2218,1
980,95,Общая информация,2218,1
981,95,Функции,5812,1
982,90,Общая информация,2218,1
983,90,Технические характеристики,3392,1
984,90,Установочные размеры,3000,1
985,96,Основные,1534,1
986,97,Общая информация,2218,1
987,97,Основные,1534,1
988,98,Основные,1534,1
989,98,Общая информация,2218,1
990,98,Комплектация,5892,1
991,98,Размеры и вес,4178,1
992,100,Общая информация,2218,1
993,100,Основные,1534,1
994,100,Технические характеристики,3392,1
995,100,Функциональность,7833,1
996,100,Интерфейсы,6404,1
997,100,Комплектация,5892,1
998,100,Размеры и вес,4178,1
999,101,Основные,1534,1
1000,101,Управление и индикация,3417,1
1001,101,Функциональные особенности,4270,1
1002,101,Комплектация,5892,1
1003,103,Общая информация,2218,1
1004,103,Основные,1534,1
1005,103,Размеры и вес,4178,1
1006,103,Технические характеристики поперечин,4000,1
1007,103,Функциональные особенности,4270,1
1008,104,Основные,1534,1
1009,104,Особенности конструкции,2750,1
1010,104,Общая информация,2218,1
1011,105,Основные,1534,1
1012,105,Размеры и вес,4178,1
1013,108,Основные,1534,1
1014,108,Технические характеристики,3392,1
1015,108,Общая информация,2218,1
1016,108,Размеры и вес,4178,1
1017,109,Основные,1534,1
1018,109,Особенности конструкции,2750,1
1019,109,Размеры и вес,4178,1
1020,109,Комплектация,5892,1
1021,109,Общая информация,2218,1
1022,110,Общая информация,2218,1
1023,110,Конструкция,3773,1
1024,110,Рама,3000,1
1025,110,Колёса,4000,1
1026,110,Комплектация,5892,1
1027,111,Основные,1534,1
1028,111,Информационный блок,2333,1
1029,111,Программные функции,3500,1
1030,111,Дополнительная информация,4000,1
1031,111,Размеры и масса,5333,1
1032,114,Общая информация,2218,1
1033,114,Основные,1534,1
1034,114,Беспроводная сеть,4500,1
1035,114,Интерфейсы,6404,1
1036,114,Питание и время работы,3500,1
1037,114,Размеры и вес,4178,1
1038,115,Основные,1534,1
1039,115,Общая информация,2218,1
1040,115,Размеры и вес,4178,1
1041,113,Основные,1534,1
1042,113,Общая информация,2218,1
1043,113,Особенности конструкции,2750,1
1044,113,Размеры и вес,4178,1
1045,116,Основные,1534,1
1046,116,Комплектация,5892,1
1047,116,Общая информация,2218,1
1048,116,Размеры и вес,4178,1
1049,117,Общая информация,2218,1
1050,117,Основные,1534,1
1051,118,Основные,1534,1
1052,118,Технические характеристики,3392,1
1053,118,Эксплуатация,7000,1
1054,118,Габариты,7600,1
1055,118,Общая информация,2218,1
1056,121,Основные,1534,1
1057,121,Функциональные особенности,4270,1
1058,121,Комплектация,5892,1
1059,121,Размеры и вес,4178,1
1060,121,Общая информация,2218,1
1061,120,Общая информация,2218,1
1062,120,Основные,1534,1
1063,120,Размеры и вес,4178,1
1064,120,Функциональные особенности,4270,1
1065,120,Комплектация,5892,1
1066,120,Аккумулятор и время работы,9526,1
1067,124,Общая информация,2218,1
1068,124,Основные,1534,1
1069,124,Технические характеристики,3392,1
1070,128,Основные,1534,1
1071,128,Размеры и вес,4178,1
1072,126,Основные,1534,1
1073,131,Основные,1534,1
1074,131,Функциональные особенности,4270,1
1075,131,Общая информация,2218,1
1076,132,Основные,1534,1
1077,132,Общая информация,2218,1
1078,132,Работа с изображением,6875,1
1079,132,Функциональные особенности,4270,1
1080,132,Комплектация,5892,1
1081,132,Конструкция,3773,1
1082,133,Общая информация,2218,1
1083,133,Основные,1534,1
1084,133,Размеры и вес,4178,1
1085,136,Основные,1534,1
1086,136,Конструкция,3773,1
1087,136,Программные функции,3500,1
1088,136,Аккумулятор и время работы,9526,1
1089,136,Комплектация,5892,1
1090,136,Размеры и вес,4178,1
1091,136,Общая информация,2218,1
1092,137,Основные,1534,1
1093,137,Размеры и вес,4178,1
1094,140,Основные,1534,1
1095,140,Особенности конструкции,2750,1
1096,140,Характеристики электронасоса,3000,1
1097,140,Комплектация,5892,1
1098,140,Размеры и вес,4178,1
1099,140,Общая информация,2218,1
1100,146,Основные,1534,1
1101,146,Общая информация,2218,1
1102,146,Технические характеристики,3392,1
1103,146,Функции,5812,1
1104,146,Габариты,7600,1
1105,148,Основные,1534,1
1106,148,Технические характеристики,3392,1
1107,148,Комплектация,5892,1
1108,148,Конструкция и габариты,5429,1
1109,148,Двигатель,3455,1
1110,145,Основные,1534,1
1111,143,Основные,1534,1
1112,143,Общая информация,2218,1
1113,143,Информационный блок,2333,1
1114,143,Программные функции,3500,1
1115,143,Дополнительная информация,4000,1
1116,143,Размеры и масса,5333,1
1117,138,Основные,1534,1
1118,138,Общая информация,2218,1
1119,138,Размеры в системе ETRTO (ISO),3000,1
1120,138,Размеры в дюймовой системе,4000,1
1121,138,Французский размер,5000,1
1122,149,Общая информация,2218,1
1123,149,Основные,1534,1
1124,149,Возможности подключения,3000,1
1125,149,Память,6625,1
1126,149,Функциональные особенности,4270,1
1127,149,Интерфейсы,6404,1
1128,149,Конструкция и габариты,5429,1
1129,149,Характеристики вызывной панели,8000,1
1130,147,Общая информация,2218,1
1131,147,Основные,1534,1
1132,150,Основные,1534,1
1133,150,Общая информация,2218,1
1134,150,Конструкция,3773,1
1135,150,Размеры и вес,4178,1
1136,150,Экран,5688,1
1137,150,Объектив,6500,1
1138,150,Работа с изображением,6875,1
1139,150,Вспышка,8000,1
1140,150,Экспозиция и затвор,9000,1
1141,150,Работа со звуком,7750,1
1142,150,Память,6625,1
1143,150,Навигация,9778,1
1144,150,Интерфейсы,6404,1
1145,150,Аккумулятор и время работы,9526,1
1146,150,Комплектация,5892,1
1147,150,Функциональные особенности,4270,1
1148,151,"Возможно, вас заинтересует",3583,1
1149,151,Основные,1534,1
1150,151,Параметры записи,2500,1
1151,151,Экран,5688,1
1152,151,Общая информация,2218,1
1153,151,Память,6625,1
1154,151,Интерфейсы,6404,1
1155,151,Функциональные особенности,4270,1
1156,151,Комплектация,5892,1
1157,151,Питание,7607,1
1158,151,Габариты и вес,5286,1
1159,153,Общая информация,2218,1
1160,153,Основные,1534,1
1161,153,Технические характеристики,3392,1
1162,153,Тонарм,4000,1
1163,153,Звукосниматель,5000,1
1164,153,Особенности конструкции,2750,1
1165,153,Интерфейсы,6404,1
1166,153,Размеры и вес,4178,1
1167,154,Основные,1534,1
1168,154,Конструкция и вместимость,2500,1
1169,154,Производительность и энергоэффективность,5000,1
1170,154,Управление и индикация,3417,1
1171,154,Холодильная камера,5500,1
1172,154,Конструкция,3773,1
1173,154,Функциональные особенности,4270,1
1174,154,Габариты,7600,1
1175,154,Размеры ниши для встраивания,8667,1
1176,154,Общая информация,2218,1
1177,155,Основные,1534,1
1178,156,Общая информация,2218,1
1179,156,Основные,1534,1
1180,156,Безопасность,10000,1
1181,156,Производительность и энергоэффективность,5000,1
1182,156,Габариты,7600,1
1183,156,Конструкция,3773,1
1184,156,Комплектация,5892,1
1185,157,Общая информация,2218,1
1186,157,Основные,1534,1
1187,157,Производительность и энергоэффективность,5000,1
1188,157,Двигатель,3455,1
1189,157,Конструкция и габариты,5429,1
1190,157,Аккумулятор,5556,1
1191,157,Вибрация и шум,7000,1
1192,157,Комплектация,5892,1
1193,158,Основные,1534,1
1194,158,Общая информация,2218,1
1195,158,Технические характеристики,3392,1
1196,158,Размеры и вес,4178,1
1197,166,Основные,1534,1
1198,166,Размеры и вес,4178,1
1199,159,Общая информация,2218,1
1200,159,Технические характеристики,3392,1
1201,159,Конструктивные характеристики,7750,1
1202,159,Размеры и вес,4178,1
1203,167,Общая информация,2218,1
1204,167,Основные,1534,1
1205,167,Размеры,3667,1
1206,165,Основные,1534,1
1207,165,Общая информация,2218,1
1208,165,Технические характеристики,3392,1
1209,165,Размеры и вес,4178,1
1210,161,Основные,1534,1
1211,161,Функциональные особенности,4270,1
1212,161,Комплектация,5892,1
1213,161,Двигатель,3455,1
1214,161,Аккумулятор,5556,1
1215,161,Конструкция и габариты,5429,1
1216,161,Общая информация,2218,1
1217,163,Основные,1534,1
1218,163,Особенности конструкции,2750,1
1219,163,Общая информация,2218,1
1220,163,Размеры и вес,4178,1
1221,163,Стойка,5000,1
1222,168,Основные,1534,1
1223,168,Питание и время работы,3500,1
1224,168,Размеры и вес,4178,1
1225,168,Комплектация,5892,1
1226,168,Общая информация,2218,1
1227,169,Основные,1534,1
1228,169,Технические характеристики,3392,1
1229,169,Интерфейсы,6404,1
1230,169,Размеры и вес,4178,1
1231,169,Дополнительно,5000,1
1232,169,Комплектация,5892,1
1233,169,Питание,7607,1
1234,169,Общая информация,2218,1
1235,170,Основные,1534,1
1236,170,Форма и материалы,2000,1
1237,170,Комплектация,5892,1
1238,170,Темброблок,4000,1
1239,170,Общая информация,2218,1
1240,171,Основные,1534,1
1241,171,Особенности конструкции,2750,1
1242,172,Основные,1534,1
1243,172,Общая информация,2218,1
1244,172,Технические характеристики,3392,1
1245,172,Размеры и вес,4178,1
1246,172,Питание,7607,1
1247,172,Комплектация,5892,1
1248,174,Основные,1534,1
1249,174,Информационный блок,2333,1
1250,174,Дополнительная информация,4000,1
1251,174,Программные функции,3500,1
1252,174,Размеры и масса,5333,1
1253,173,Основные,1534,1
1254,173,Функциональные особенности,4270,1
1255,173,Комплектация,5892,1
1256,173,Аккумулятор,5556,1
1257,177,Общая информация,2218,1
1258,177,Основные,1534,1
1259,176,Общая информация,2218,1
1260,176,Основные,1534,1
1261,182,Общая информация,2218,1
1262,182,Основные,1534,1
1263,179,Общая информация,2218,1
1264,179,Основные,1534,1
1265,179,Размеры и вес,4178,1
1266,178,Общая информация,2218,1
1267,178,Основные,1534,1
1268,178,Размеры и вес,4178,1
1269,188,Основные,1534,1
1270,188,Функциональные особенности,4270,1
1271,188,Комплектация,5892,1
1272,188,Габариты и вес,5286,1
1273,188,Общая информация,2218,1
1274,187,Общая информация,2218,1
1275,187,Основные,1534,1
1276,187,Технические характеристики,3392,1
1277,187,Размеры и вес,4178,1
1278,187,Комплектация,5892,1
1279,185,Общая информация,2218,1
1280,185,Основные,1534,1
1281,189,Общая информация,2218,1
1282,189,Основные,1534,1
1283,189,Размеры и вес,4178,1
1284,183,Общая информация,2218,1
1285,183,Основные,1534,1
1286,512,Общая информация,2218,1
1287,512,Основные,1534,1
1288,296,Основные,1534,1
1289,296,Общая информация,2218,1
1290,296,Размеры и вес,4178,1
1291,293,Основные,1534,1
1292,293,Размеры и вес,4178,1
1293,293,Общая информация,2218,1
1294,291,Общая информация,2218,1
1295,291,Характеристики ламп,2000,1
1296,291,Дополнительная информация,4000,1
1297,298,Общая информация,2218,1
1298,298,Основные,1534,1
1299,302,Основные,1534,1
1300,295,Общая информация,2218,1
1301,295,Основные,1534,1
1302,295,Размеры и вес,4178,1
1303,301,Основные,1534,1
1304,301,Технические характеристики,3392,1
1305,301,Размеры и вес,4178,1
1306,301,Двигатель,3455,1
1307,301,Общая информация,2218,1
1308,301,Комплектация,5892,1
1309,297,Общая информация,2218,1
1310,297,Основные,1534,1
1311,297,Технические характеристики,3392,1
1312,297,Декор,2667,1
1313,288,Технические характеристики,3392,1
1314,288,Декор,2667,1
1315,288,Размеры,3667,1
1316,303,Общая информация,2218,1
1317,303,Основные,1534,1
1318,303,Конструктивные характеристики,7750,1
1319,303,Размеры,3667,1
1320,309,Основные,1534,1
1321,306,Общая информация,2218,1
1322,306,Основные,1534,1
1323,306,Конструкция,3773,1
1324,306,Размеры и вес,4178,1
1325,306,Газовые горелки,5000,1
1326,306,Комплектация,5892,1
1327,311,Общие характеристики,1000,1
1328,310,Общая информация,2218,1
1329,310,Основные,1534,1
1330,310,Особенности конструкции,2750,1
1331,308,Общая информация,2218,1
1332,308,Основные,1534,1
1333,314,Основные,1534,1
1334,314,Технические характеристики,3392,1
1335,314,Общая информация,2218,1
1336,314,Интерфейсы,6404,1
1337,307,Основные,1534,1
1338,307,Конструкция,3773,1
1339,314,Размеры и вес,4178,1
1340,307,Комплектация,5892,1
1341,307,Размеры,3667,1
1342,307,Общая информация,2218,1
1343,290,Основные,1534,1
1344,290,Размеры и вес,4178,1
1345,290,Общая информация,2218,1
1346,312,Общая информация,2218,1
1347,312,Основные,1534,1
1348,312,Виды массажа,3000,1
1349,312,Опции,4000,1
1350,312,Размеры,3667,1
1351,316,Основные,1534,1
1352,316,Общая информация,2218,1
1353,316,Питание,7607,1
1354,305,Общая информация,2218,1
1355,305,Основные,1534,1
1356,305,Форматы файлов,2500,1
1357,305,Технические характеристики,3392,1
1358,305,Интерфейсы,6404,1
1359,305,Входы и выходы,6000,1
1360,305,Тюнер,7500,1
1361,305,Экран и подсветка,8000,1
1362,305,GPS,7000,1
1363,305,Комплектация,5892,1
1364,318,Общая информация,2218,1
1365,318,Основные,1534,1
1366,318,Технические характеристики,3392,1
1367,318,Поддержка контента,4000,1
1368,318,Сетевое взаимодействие,5000,1
1369,318,Интерфейсы,6404,1
1370,318,Комплектация,5892,1
1371,318,Габариты,7600,1
1372,319,Общая информация,2218,1
1373,319,Основные,1534,1
1374,322,Основные,1534,1
1375,322,Технические характеристики,3392,1
1376,322,Размеры и вес,4178,1
1377,322,Комплектация,5892,1
1378,322,Общая информация,2218,1
1379,323,Общая информация,2218,1
1380,323,Измерения внутри помещения,2000,1
1381,323,Измерения на улице,3000,1
1382,323,Индикация,4000,1
1383,323,Дополнительная информация,4000,1
1384,323,Габариты и вес,5286,1
1385,327,Основные,1534,1
1386,327,Функциональные особенности,4270,1
1387,327,Комплектация,5892,1
1388,327,Двигатель,3455,1
1389,327,Конструкция и габариты,5429,1
1390,328,Основные,1534,1
1391,328,Размеры и вес,4178,1
1392,326,Основные,1534,1
1393,329,Основные,1534,1
1394,326,Мощность,2500,1
1395,326,Управление и индикация,3417,1
1396,326,Общая информация,2218,1
1397,329,Размеры и вес,4178,1
1398,329,Общая информация,2218,1
1399,326,Духовой шкаф,5000,1
1400,326,Режимы работы духового шкафа,6000,1
1401,326,Комплектация,5892,1
1402,326,Габариты,7600,1
1403,326,Варочная панель,5667,1
1404,331,Общая информация,2218,1
1405,331,Основные,1534,1
1406,325,Основные,1534,1
1407,325,Общая информация,2218,1
1408,325,Технические характеристики микрофона,3000,1
1409,325,Размеры и вес,4178,1
1410,325,Комплектация,5892,1
1411,325,Дополнительно,5000,1
1412,325,Характеристики радиосистемы,7000,1
1413,330,Основные,1534,1
1414,330,Технические характеристики,3392,1
1415,330,Удобство и безопасность,3000,1
1416,330,Габариты и вес,5286,1
1417,330,Общая информация,2218,1
1418,333,Основные,1534,1
1419,333,Технические характеристики,3392,1
1420,333,Двигатель,3455,1
1421,333,Общая информация,2218,1
1422,333,Габариты и вес,5286,1
1423,332,"Возможно, вас заинтересует",3583,1
1424,332,Основные,1534,1
1425,332,Общая информация,2218,1
1426,332,Функциональные особенности,4270,1
1427,332,Комплектация,5892,1
1428,332,Двигатель,3455,1
1429,332,Конструкция и габариты,5429,1
1430,332,Аккумулятор,5556,1
1431,324,Основные,1534,1
1432,324,Общая информация,2218,1
1433,324,Мощность,2500,1
1434,324,Конструкция,3773,1
1435,324,Управление и индикация,3417,1
1436,324,Производительность и энергоэффективность,5000,1
1437,324,Функциональные особенности,4270,1
1438,324,Комплектация,5892,1
1439,324,Габариты,7600,1
1440,324,Размеры ниши для встраивания,8667,1
1441,337,Основные,1534,1
1442,337,Двигатель,3455,1
1443,337,Конструкция,3773,1
1444,337,Колеса,4500,1
1445,337,Комплектация,5892,1
1446,337,Размеры и вес,4178,1
1447,335,Основные,1534,1
1448,335,Габариты,7600,1
1449,336,Основные,1534,1
1450,336,Общая информация,2218,1
1451,336,Технические характеристики,3392,1
1452,339,Основные,1534,1
1453,339,Технические характеристики,3392,1
1454,339,Общая информация,2218,1
1455,339,Питание,7607,1
1456,339,Комплектация,5892,1
1457,340,Основные,1534,1
1458,340,Общая информация,2218,1
1459,340,Конструкция,3773,1
1460,340,Управление и индикация,3417,1
1461,340,Функциональные особенности,4270,1
1462,340,Комплектация,5892,1
1463,340,Размеры и вес,4178,1
1464,338,Основные,1534,1
1465,338,Особенности конструкции,2750,1
1466,341,Основные,1534,1
1467,341,Технические характеристики,3392,1
1468,341,Общая информация,2218,1
1469,341,Режимы и функции,2500,1
1470,341,Питание,7607,1
1471,341,Комплектация,5892,1
1472,341,Размеры и вес,4178,1
1473,347,Основные,1534,1
1474,347,Общая информация,2218,1
1475,347,Размеры и вес,4178,1
1476,344,Общая информация,2218,1
1477,344,Основные,1534,1
1478,344,Конструкция,3773,1
1479,344,Размеры и вес,4178,1
1480,344,Комплектация,5892,1
1481,348,Основные,1534,1
1482,348,Общая информация,2218,1
1483,348,Особенности конструкции,2750,1
1484,348,Размеры и вес,4178,1
1485,348,Комплектация,5892,1
1486,348,Характеристики насоса,6000,1
1487,345,Основные,1534,1
1488,345,Общая информация,2218,1
1489,349,Основные,1534,1
1490,349,Общая информация,2218,1
1491,349,Размеры и вес,4178,1
1492,349,Комплектация,5892,1
1493,351,Общая информация,2218,1
1494,351,Основные,1534,1
1495,351,Технические характеристики,3392,1
1496,351,Размеры и вес,4178,1
1497,351,Аккумулятор и время работы,9526,1
1498,355,Основные,1534,1
1499,355,Управление и индикация,3417,1
1500,355,Варочная панель,5667,1
1501,355,Общая информация,2218,1
1502,355,Габариты,7600,1
1503,357,Общая информация,2218,1
1504,357,Основные,1534,1
1505,357,Комплектация,5892,1
1506,357,Размеры и вес,4178,1
1507,359,Основные,1534,1
1508,359,Особенности конструкции,2750,1
1509,359,Комплектация,5892,1
1510,343,Основные,1534,1
1511,343,Общая информация,2218,1
1512,358,Основные,1534,1
1513,361,Общая информация,2218,1
1514,361,Основные,1534,1
1515,364,Основные,1534,1
1516,364,Общая информация,2218,1
1517,364,Размеры и вес,4178,1
1518,363,Основные,1534,1
1519,363,Конструкция,3773,1
1520,366,Общая информация,2218,1
1521,366,Профиль,2000,1
1522,366,Стеклопакет,3000,1
1523,354,Общая информация,2218,1
1524,354,Основные,1534,1
1525,354,Размеры и вес,4178,1
1526,367,Общая информация,2218,1
1527,367,Основные,1534,1
1528,367,Питание,7607,1
1529,367,Размеры и вес,4178,1
1530,360,Основные,1534,1
1531,360,Функциональные особенности,4270,1
1532,360,Общая информация,2218,1
1533,360,Габариты,7600,1
1534,360,Комплектация,5892,1
1535,369,Общая информация,2218,1
1536,369,Основные,1534,1
1537,362,Общая информация,2218,1
1538,362,Основные,1534,1
1539,369,Чехол,3000,1
1540,362,Технические характеристики,3392,1
1541,362,Размеры и вес,4178,1
1542,362,Комплектация,5892,1
1543,365,Основные,1534,1
1544,365,Общая информация,2218,1
1545,368,Общая информация,2218,1
1546,368,Основные,1534,1
1547,368,Особенности конструкции,2750,1
1548,368,Размеры и вес,4178,1
1549,371,Общая информация,2218,1
1550,371,Основные,1534,1
1551,371,Конструкция,3773,1
1552,371,Размеры и вес,4178,1
1553,371,Управление и индикация,3417,1
1554,371,Очистка воздуха,5000,1
1555,372,Основные,1534,1
1556,372,Функциональные особенности,4270,1
1557,372,Комплектация,5892,1
1558,372,Размеры и вес,4178,1
1559,370,Основные,1534,1
1560,370,Общая информация,2218,1
1561,377,Основные,1534,1
1562,377,Технические характеристики,3392,1
1563,377,Конструкция,3773,1
1564,377,Размеры и вес,4178,1
1565,377,Общая информация,2218,1
1566,379,Общая информация,2218,1
1567,379,Основные,1534,1
1568,379,Технические характеристики,3392,1
1569,379,Размеры и вес,4178,1
1570,376,Общие характеристики,1000,1
1571,382,Основные,1534,1
1572,382,Комплектация,5892,1
1573,382,Общая информация,2218,1
1574,382,Размеры и вес,4178,1
1575,378,Общая информация,2218,1
1576,378,Основные,1534,1
1577,378,Управление и индикация,3417,1
1578,378,Очистка воздуха,5000,1
1579,378,Функциональные особенности,4270,1
1580,378,Габариты,7600,1
1581,378,Увлажнение воздуха,5000,1
1582,378,Комплектация,5892,1
1583,381,Общая информация,2218,1
1584,381,Основные,1534,1
1585,381,Особенности конструкции,2750,1
1586,353,Общая информация,2218,1
1587,353,Основные,1534,1
1588,353,Технические характеристики,3392,1
1589,353,Перекачиваемая вода,4000,1
1590,353,Размеры и вес,4178,1
1591,385,Основные,1534,1
1592,385,Управление и индикация,3417,1
1593,385,Функциональные особенности,4270,1
1594,386,Основные,1534,1
1595,386,Общая информация,2218,1
1596,384,Общая информация,2218,1
1597,384,Основные,1534,1
1598,384,Функциональные особенности,4270,1
1599,384,Экран,5688,1
1600,384,Технические характеристики,3392,1
1601,384,Комплектация,5892,1
1602,388,Общая информация,2218,1
1603,388,Основные,1534,1
1604,388,Размеры и вес,4178,1
1605,353,Аккумулятор,5556,1
1606,380,Общая информация,2218,1
1607,380,Основные,1534,1
1608,390,Общая информация,2218,1
1609,390,Основные,1534,1
1610,380,Конструкция,3773,1
1611,380,Размеры и вес,4178,1
1612,380,Размеры в собранном виде,4500,1
1613,389,Основные,1534,1
1614,389,Технические характеристики,3392,1
1615,389,Функциональные особенности,4270,1
1616,389,Комплектация,5892,1
1617,389,Аккумулятор,5556,1
1618,389,Размеры и вес,4178,1
1619,373,Общая информация,2218,1
1620,373,Основные,1534,1
1621,373,Конструкция,3773,1
1622,373,Интерфейсы,6404,1
1623,373,Производительность и энергоэффективность,5000,1
1624,373,Функциональные особенности,4270,1
1625,373,Габариты,7600,1
1626,191,Общая информация,1000,1
1627,191,Основные,1000,1
1628,191,Размеры и вес,1000,1
1629,192,Основные,1000,1
1630,192,Комплектация,1000,1
1631,192,Размеры,1000,1
1632,192,Общая информация,1000,1
1633,196,Основные,1000,1
1634,196,Конструктивные характеристики,1000,1
1635,196,Функции,1000,1
1636,196,Общая информация,1000,1
1637,196,Размеры и вес,1000,1
1638,197,Общая информация,1000,1
1639,197,Основные,1000,1
1640,197,Экран,1000,1
1641,197,Технические характеристики,1000,1
1642,197,Питание,1000,1
1643,197,Размеры и вес,1000,1
1644,197,Объектив,1000,1
1645,197,Режимы и функции,1000,1
1646,197,Память,1000,1
1647,194,Общая информация,1000,1
1648,194,Основные,1000,1
1649,194,Комплектация,1000,1
1650,200,Основные,1000,1
1651,200,Общая информация,1000,1
1652,200,Комплектация,1000,1
1653,202,Общая информация,1000,1
1654,202,Основные,1000,1
1655,202,Интерфейсы,1000,1
1656,202,Акустическая система,1000,1
1657,202,Параметры воспроизведения,1000,1
1658,202,Функциональность,1000,1
1659,202,Размеры и вес,1000,1
1660,202,Питание,1000,1
1661,204,Основные,1000,1
1662,204,Технические характеристики,1000,1
1663,204,Конструкция,1000,1
1664,204,Общая информация,1000,1
1665,193,"Возможно, вас заинтересует",1000,1
1666,193,Основные,1000,1
1667,193,Конструкция,1000,1
1668,193,Общая информация,1000,1
